entry_date,exit_date,type,entry_price,exit_price,pnl,pnl_pct,weeks_held,exit_reason,entry_reason,strategy
2024-08-05 00:00:00-04:00,2024-08-12 00:00:00-04:00,BUY_CALL,4.070000171661377,3.8399999141693115,-23.000025749206543,-0.023000025749206544,1,stop_loss,IV/HV 0.67 < 0.8,VegaEdge Only
2024-08-19 00:00:00-04:00,2024-08-26 00:00:00-04:00,BUY_CALL,4.0,3.509999990463257,-49.000000953674316,-0.049000000953674315,1,stop_loss,IV/HV 0.78 < 0.8,VegaEdge Only
2024-09-02 00:00:00-04:00,2024-09-30 00:00:00-04:00,BUY_CALL,2.700000047683716,4.099999904632568,139.99998569488525,0.13999998569488525,4,time_expiry,IV/HV 0.71 < 0.8,VegaEdge Only
2025-02-03 00:00:00-05:00,2025-02-17 00:00:00-05:00,BUY_CALL,5.96999979019165,5.489999771118164,-48.00000190734863,-0.048000001907348634,2,stop_loss,IV/HV 0.57 < 0.8,VegaEdge Only
2025-03-17 00:00:00-04:00,2025-03-24 00:00:00-04:00,BUY_CALL,2.9200000762939453,2.319999933242798,-60.000014305114746,-0.06000001430511475,1,stop_loss,IV/HV 0.56 < 0.8,VegaEdge Only
2025-03-31 00:00:00-04:00,2025-04-21 00:00:00-04:00,BUY_CALL,2.0999999046325684,3.0799999237060547,98.00000190734863,0.09800000190734863,3,iv_normalized,IV/HV 0.60 < 0.8,VegaEdge Only
2025-06-30 00:00:00-04:00,2025-07-14 00:00:00-04:00,SELL_CALL,6.050000190734863,6.360000133514404,-30.9999942779541,-0.0309999942779541,2,stop_loss,IV/HV 1.31 > 1.3,VegaEdge Only
2025-08-18 00:00:00-04:00,2025-08-25 00:00:00-04:00,SELL_CALL,6.380000114440918,7.639999866485596,-125.99997520446777,-0.12599997520446776,1,stop_loss,IV/HV 1.34 > 1.3,VegaEdge Only
2025-09-01 00:00:00-04:00,2025-09-08 00:00:00-04:00,SELL_CALL,7.519999980926514,10.850000381469727,-333.0000400543213,-0.33300004005432127,1,stop_loss,IV/HV 1.34 > 1.3,VegaEdge Only
2025-09-15 00:00:00-04:00,2025-09-29 00:00:00-04:00,SELL_CALL,12.279999732971191,14.699999809265137,-242.00000762939453,-0.24200000762939455,2,stop_loss,IV/HV 1.30 > 1.3,VegaEdge Only
2025-11-03 00:00:00-05:00,2025-12-01 00:00:00-05:00,SELL_CALL,20.690000534057617,19.280000686645508,140.99998474121094,0.14099998474121092,4,time_expiry,IV/HV 1.40 > 1.3,VegaEdge Only
2025-12-08 00:00:00-05:00,2025-12-15 00:00:00-05:00,SELL_CALL,17.049999237060547,16.209999084472656,84.00001525878906,0.08400001525878906,1,iv_normalized,IV/HV 1.87 > 1.3,VegaEdge Only
2026-01-12 00:00:00-05:00,2026-01-19 00:00:00-05:00,SELL_CALL,18.799999237060547,17.56999969482422,122.99995422363281,0.12299995422363282,1,iv_normalized,IV/HV 1.30 > 1.3,VegaEdge Only
2022-06-27 00:00:00-04:00,2022-08-22 00:00:00-04:00,BUY_LEAP,1.3200000524520874,1.7899999618530273,46.999990940093994,0.046999990940093994,8,leap_time_expiry,At Keltner BOTTOM,Keltner Only
2022-10-10 00:00:00-04:00,2022-10-17 00:00:00-04:00,BUY_LEAP,0.949999988079071,0.8040000200271606,-14.59999680519104,-0.01459999680519104,1,leap_stop_loss,At Keltner BOTTOM,Keltner Only
2022-12-12 00:00:00-05:00,2023-02-06 00:00:00-05:00,BUY_LEAP,0.6000000238418579,1.5099999904632568,90.99999666213989,0.09099999666213988,8,leap_time_expiry,At Keltner BOTTOM,Keltner Only
2023-04-10 00:00:00-04:00,2023-05-08 00:00:00-04:00,SELL_CALL,2.9100000858306885,2.0999999046325684,81.00001811981201,0.08100001811981201,4,time_expiry,At Keltner TOP,Keltner Only
2023-07-03 00:00:00-04:00,2023-07-10 00:00:00-04:00,SELL_CALL,3.7300000190734863,4.909999847412109,-117.9999828338623,-0.11799998283386232,1,stop_loss,At Keltner TOP,Keltner Only
2023-07-17 00:00:00-04:00,2023-08-14 00:00:00-04:00,SELL_CALL,4.340000152587891,3.134999990463257,120.50001621246338,0.12050001621246337,4,time_expiry,At Keltner TOP,Keltner Only
2024-11-04 00:00:00-05:00,2024-12-02 00:00:00-05:00,SELL_CALL,7.159999847412109,7.110000133514404,4.999971389770508,0.004999971389770508,4,time_expiry,At Keltner TOP,Keltner Only
2025-03-24 00:00:00-04:00,2025-05-19 00:00:00-04:00,BUY_LEAP,2.319999933242798,3.4700000286102295,115.00000953674316,0.11500000953674316,8,leap_time_expiry,At Keltner BOTTOM,Keltner Only
2025-06-30 00:00:00-04:00,2025-07-14 00:00:00-04:00,SELL_CALL,6.050000190734863,6.360000133514404,-30.9999942779541,-0.0309999942779541,2,stop_loss,At Keltner TOP,Keltner Only
2025-07-21 00:00:00-04:00,2025-08-18 00:00:00-04:00,SELL_CALL,6.46999979019165,6.380000114440918,8.999967575073242,0.008999967575073242,4,time_expiry,At Keltner TOP,Keltner Only
2025-08-25 00:00:00-04:00,2025-09-08 00:00:00-04:00,SELL_CALL,7.639999866485596,10.850000381469727,-321.0000514984131,-0.3210000514984131,2,stop_loss,At Keltner TOP,Keltner Only
2025-09-15 00:00:00-04:00,2025-09-29 00:00:00-04:00,SELL_CALL,12.279999732971191,14.699999809265137,-242.00000762939453,-0.24200000762939455,2,stop_loss,At Keltner TOP,Keltner Only
2025-10-06 00:00:00-04:00,2025-10-13 00:00:00-04:00,SELL_CALL,16.969999313354492,18.760000228881836,-179.00009155273438,-0.17900009155273439,1,stop_loss,At Keltner TOP,Keltner Only
2025-10-20 00:00:00-04:00,2025-11-17 00:00:00-05:00,SELL_CALL,20.65999984741211,14.149999618530273,651.0000228881836,0.6510000228881836,4,time_expiry,At Keltner TOP,Keltner Only
2022-06-27 00:00:00-04:00,2022-07-25 00:00:00-04:00,SELL_PUT,1.3200000524520874,1.7200000286102295,-39.99999761581421,-0.039999997615814215,4,time_expiry,CSP: IV/HV 1.65 > 1.3 + BOTTOM,Combined
2022-10-10 00:00:00-04:00,2022-10-17 00:00:00-04:00,SELL_PUT,0.949999988079071,0.8040000200271606,14.59999680519104,0.01459999680519104,1,stop_loss,CSP: IV/HV 1.39 > 1.3 + BOTTOM,Combined
2022-12-12 00:00:00-05:00,2022-12-19 00:00:00-05:00,SELL_PUT,0.6000000238418579,0.5400000214576721,6.000000238418579,0.006000000238418579,1,stop_loss,CSP: IV/HV 1.31 > 1.3 + BOTTOM,Combined
2023-04-10 00:00:00-04:00,2023-05-08 00:00:00-04:00,SELL_CALL,2.9100000858306885,2.0999999046325684,81.00001811981201,0.08100001811981201,4,time_expiry,CALL: IV/HV 1.69 > 1.3 + TOP,Combined
2025-03-31 00:00:00-04:00,2025-04-21 00:00:00-04:00,BUY_LEAP,2.0999999046325684,3.0799999237060547,98.00000190734863,0.09800000190734863,3,iv_normalized,LEAP: IV/HV 0.60 < 0.8 + BOTTOM,Combined
2025-06-30 00:00:00-04:00,2025-07-14 00:00:00-04:00,SELL_CALL,6.050000190734863,6.360000133514404,-30.9999942779541,-0.0309999942779541,2,stop_loss,CALL: IV/HV 1.31 > 1.3 + TOP,Combined
2025-09-08 00:00:00-04:00,2025-09-15 00:00:00-04:00,SELL_CALL,10.850000381469727,12.279999732971191,-142.99993515014648,-0.14299993515014647,1,stop_loss,CALL: IV/HV 1.32 > 1.3 + TOP,Combined
2025-09-22 00:00:00-04:00,2025-09-29 00:00:00-04:00,SELL_CALL,11.470000267028809,14.699999809265137,-322.9999542236328,-0.3229999542236328,1,stop_loss,CALL: IV/HV 1.69 > 1.3 + TOP,Combined
2025-11-03 00:00:00-05:00,2025-12-01 00:00:00-05:00,SELL_CALL,20.690000534057617,19.280000686645508,140.99998474121094,0.14099998474121092,4,time_expiry,CALL: IV/HV 1.40 > 1.3 + TOP,Combined
