ticker,entry_date,exit_date,exit_reason,strike,entry_spot,exit_spot,entry_premium,exit_premium,entry_delta,days_held,pnl_usd
RDW,2025-06-16,2025-06-17,DECAY,27.56999969482422,20.56999969482422,16.700000762939453,1.3543381408955373,0.3926964345102908,0.30721090827168174,1,96.16417063852465
RDW,2025-12-11,2025-12-15,DECAY,9.970000076293937,7.670000076293945,6.889999866485596,0.4575241309156297,0.12974072424316485,0.303337964905789,4,32.77834066724649
RDW,2026-01-05,2026-01-15,DECAY,14.060000228881822,10.260000228881836,10.859999656677246,0.6631859481559066,0.24591390037026306,0.29767548784833325,10,41.72720477856436
WULF,2025-05-13,2025-05-14,DECAY,5.8299999237060565,3.8299999237060547,3.6600000858306885,0.302420140468566,0.09098774328823872,0.3014307026256655,1,21.14323971803273
WULF,2025-08-14,2025-08-19,DECAY,14.010000038146954,8.710000038146973,8.779999732971191,0.8459808782271507,0.25681950862228997,0.32397872122672133,5,58.91613696048608
WULF,2025-09-10,2025-09-18,DECAY,16.95000019073484,10.550000190734863,11.170000076293945,0.9106299435984764,0.29409906230146254,0.30469274905131405,8,61.65308812970138
WULF,2025-09-22,2025-09-26,DECAY,17.78999977111814,11.489999771118164,10.829999923706055,0.9274919324877109,0.001936098268772904,0.30130141147819767,4,92.5555834218938
CIFR,2025-07-10,2025-07-21,DECAY,7.939999771118158,6.239999771118164,6.25,0.3480009528092136,0.07490206188664195,0.3018993789681088,11,27.309889092257166
CIFR,2025-09-10,2025-10-08,EXPIRY,13.849999999999987,10.25,17.600000381469727,0.6616322398866301,3.7500003814697394,0.3017480251278373,28,-308.8368141583109
