ticker,strategy,entry_date,entry_time,exit_date,exit_time,exit_reason,strike,entry_spot,exit_spot,entry_premium,exit_premium,entry_delta,days_held,pnl_usd,opp_cost_usd,assigned,shares_after
CIFR,wheel_csp,2026-02-05,2026-02-05T16:00:00-05:00,2026-03-12,2026-03-12T16:00:00-04:00,EXPIRED_OTM,11.249999904632551,12.699999809265137,13.710000038146973,1.0212313458497535,0.0,-0.297388247131279,35,102.12313458497535,,False,0
CIFR,wheel_csp,2026-03-30,2026-03-30T16:00:00-04:00,2026-04-24,2026-04-24T16:00:00-04:00,EOD_OPEN,10.60750017166136,12.015000343322754,18.200000762939453,1.0920286672248025,0.0005796749765776977,-0.29937906154339955,25,109.1448992248225,,,0
RDW,wheel_csp,2025-08-07,2025-08-07T16:00:00-04:00,2025-09-11,2025-09-11T16:00:00-04:00,EXPIRED_OTM,8.335000133514392,9.470000267028809,8.449999809265137,1.205969754532707,0.0,-0.3038900300205629,35,120.5969754532707,,False,0
RDW,wheel_csp,2025-11-04,2025-11-04T16:00:00-05:00,2025-12-09,2025-12-09T16:00:00-05:00,EXPIRED_OTM,6.274999904632571,6.949999809265137,7.289999961853027,0.4496544171915442,0.0,-0.3035277438921302,35,44.96544171915442,,False,0
CRWV,wheel_csp,2025-07-25,2025-07-25T16:00:00-04:00,2025-08-29,2025-08-29T16:00:00-04:00,ASSIGNED,104.81000137329102,115.62000274658203,103.04000091552734,6.7857579455460595,0.0,-0.30204431835231316,35,678.575794554606,177.0000457763672,True,100
CRWV,wheel_csp,2025-11-06,2025-11-06T16:00:00-05:00,2025-12-11,2025-12-11T16:00:00-05:00,ASSIGNED,96.96500015258789,106.93000030517578,87.37999725341797,5.9822836091044,0.0,-0.29960032891394583,35,598.22836091044,958.5002899169922,True,200
CRWV,wheel_csp,2025-12-16,2025-12-16T16:00:00-05:00,2026-01-20,2026-01-20T16:00:00-05:00,EXPIRED_OTM,62.25,69.5,95.22000122070312,4.861262066271642,0.0,-0.3002655266583131,35,486.12620662716427,,False,200
CRWV,wheel_csp,2026-03-30,2026-03-30T16:00:00-04:00,2026-04-24,2026-04-24T16:00:00-04:00,EOD_OPEN,61.57500076293945,69.1500015258789,110.13999938964844,5.644428093485455,0.0001313230192668915,-0.30218204136765403,25,564.4296770466188,,,200
