ticker,entry_date,exit_date,exit_reason,strike,entry_spot,exit_spot,entry_premium,exit_premium,entry_delta,days_held,pnl_usd,opp_cost_usd
RDW,2026-01-09,2026-01-13,DECAY,14.979999542236314,10.979999542236328,10.140000343322754,0.7122921521390779,0.25908592720563206,0.29952911334117066,4,45.32062249334459,
WULF,2025-08-21,2025-08-25,DECAY,14.289999580383283,9.1899995803833,8.930000305175781,0.7457573486159701,0.23186756420070198,0.3012536150085773,4,51.38897844152681,
WULF,2025-09-11,2025-09-15,DECAY,16.54000034332273,10.640000343322754,10.489999771118164,0.8610361240876014,0.27428797633743507,0.30087452645011037,4,58.674814775016635,
WULF,2025-09-18,2025-09-23,DECAY,17.070000076293923,11.170000076293945,11.239999771118164,0.885116020374419,0.3320308711969715,0.30113781808953277,5,55.30851491774476,
WULF,2025-10-10,2025-10-22,DECAY,15.510000228881829,13.510000228881836,12.619999885559082,0.510210196520307,0.13826972601493526,0.3041647554180277,12,37.19404705053717,
CIFR,2025-07-10,2025-07-15,DECAY,8.039999771118158,6.239999771118164,5.96999979019165,0.35626597272999994,0.09107521690589415,0.3003727053641272,5,26.51907558241058,
CIFR,2025-09-11,2025-10-09,EXERCISED,13.170000267028797,9.970000267028809,17.989999771118164,0.6120256510205362,0.0,0.3018159972875003,28,61.20256510205362,481.9999504089367
CIFR,2025-10-10,2025-10-22,DECAY,23.26999931335458,16.969999313354492,16.110000610351562,1.1260669337760043,0.3942563425216563,0.3013389940665664,12,73.1810591254348,
